
미세먼지농도
[검색조건]
지점명 : 서울, 자료구분:시간자료 , 기간 : 20180101 00 ~ 20190101 00

지점번호,지점명,일자,미세먼지농도(㎍/㎥)
108,서울,2018-03-14 09,21
108,서울,2018-03-14 10,22
108,서울,2018-03-14 11,29
108,서울,2018-03-14 12,42
108,서울,2018-03-14 13,51
108,서울,2018-03-14 14,53
108,서울,2018-03-14 15,35
108,서울,2018-03-14 16,34
108,서울,2018-03-14 17,27
108,서울,2018-03-14 18,33
108,서울,2018-03-14 19,21
108,서울,2018-03-14 20,
108,서울,2018-03-14 21,
108,서울,2018-03-14 22,
108,서울,2018-03-14 23,
108,서울,2018-03-15 00,7
108,서울,2018-03-15 01,9
108,서울,2018-03-15 02,17
108,서울,2018-03-15 03,23
108,서울,2018-03-15 04,25
108,서울,2018-03-15 05,16
108,서울,2018-03-15 06,8
108,서울,2018-03-15 07,
108,서울,2018-03-15 08,13
108,서울,2018-03-15 09,
108,서울,2018-03-15 10,9
108,서울,2018-03-15 11,10
108,서울,2018-03-15 12,6
108,서울,2018-03-15 13,8
108,서울,2018-03-15 14,11
108,서울,2018-03-15 15,14
108,서울,2018-03-15 16,22
108,서울,2018-03-15 17,10
108,서울,2018-03-15 18,11
108,서울,2018-03-15 19,11
108,서울,2018-03-15 20,8
108,서울,2018-03-15 21,14
108,서울,2018-03-15 22,15
108,서울,2018-03-15 23,25
108,서울,2018-03-16 00,14
108,서울,2018-03-16 01,
108,서울,2018-03-16 02,
108,서울,2018-03-16 03,
108,서울,2018-03-16 04,
108,서울,2018-03-16 05,
108,서울,2018-03-16 06,
108,서울,2018-03-16 07,
108,서울,2018-03-16 08,
108,서울,2018-03-16 09,13
108,서울,2018-03-16 10,24
108,서울,2018-03-16 11,41
108,서울,2018-03-16 12,45
108,서울,2018-03-16 13,39
108,서울,2018-03-16 14,31
108,서울,2018-03-16 15,26
108,서울,2018-03-16 16,27
108,서울,2018-03-16 17,21
108,서울,2018-03-16 18,18
108,서울,2018-03-16 19,17
108,서울,2018-03-16 20,
108,서울,2018-03-16 21,
108,서울,2018-03-16 22,
108,서울,2018-03-16 23,
108,서울,2018-03-17 00,
108,서울,2018-03-17 01,
108,서울,2018-03-17 02,8
108,서울,2018-03-17 03,6
108,서울,2018-03-17 04,12
108,서울,2018-03-17 05,6
108,서울,2018-03-17 06,10
108,서울,2018-03-17 07,15
108,서울,2018-03-17 08,10
108,서울,2018-03-17 09,21
108,서울,2018-03-17 10,39
108,서울,2018-03-17 11,62
108,서울,2018-03-17 12,65
108,서울,2018-03-17 13,59
108,서울,2018-03-17 14,47
108,서울,2018-03-17 15,28
108,서울,2018-03-17 16,43
108,서울,2018-03-17 17,60
108,서울,2018-03-17 18,42
108,서울,2018-03-17 19,27
108,서울,2018-03-17 20,16
108,서울,2018-03-17 21,12
108,서울,2018-03-17 22,14
108,서울,2018-03-17 23,20
108,서울,2018-03-18 00,24
108,서울,2018-03-18 01,26
108,서울,2018-03-18 02,39
108,서울,2018-03-18 03,40
108,서울,2018-03-18 04,32
108,서울,2018-03-18 05,31
108,서울,2018-03-18 06,39
108,서울,2018-03-18 07,27
108,서울,2018-03-18 08,36
108,서울,2018-03-18 09,37
108,서울,2018-03-18 10,33
108,서울,2018-03-18 11,54
108,서울,2018-03-18 12,52
108,서울,2018-03-18 13,65
108,서울,2018-03-18 14,57
108,서울,2018-03-18 15,46
108,서울,2018-03-18 16,44
108,서울,2018-03-18 17,48
108,서울,2018-03-18 18,53
108,서울,2018-03-18 19,47
108,서울,2018-03-18 20,46
108,서울,2018-03-18 21,45
108,서울,2018-03-18 22,31
108,서울,2018-03-18 23,26
108,서울,2018-03-19 00,23
108,서울,2018-03-19 01,41
108,서울,2018-03-19 02,47
108,서울,2018-03-19 03,42
108,서울,2018-03-19 04,26
108,서울,2018-03-19 05,27
108,서울,2018-03-19 06,20
108,서울,2018-03-19 07,11
108,서울,2018-03-19 08,9
108,서울,2018-03-19 09,5
108,서울,2018-03-19 10,
108,서울,2018-03-19 11,15
108,서울,2018-03-19 12,10
108,서울,2018-03-19 13,15
108,서울,2018-03-19 14,14
108,서울,2018-03-19 15,17
108,서울,2018-03-19 16,9
108,서울,2018-03-19 17,13
108,서울,2018-03-19 18,14
108,서울,2018-03-19 19,20
108,서울,2018-03-19 20,21
108,서울,2018-03-19 21,20
108,서울,2018-03-19 22,16
108,서울,2018-03-19 23,18
108,서울,2018-03-20 00,11
108,서울,2018-03-20 01,13
108,서울,2018-03-20 02,10
108,서울,2018-03-20 03,11
108,서울,2018-03-20 04,9
108,서울,2018-03-20 05,13
108,서울,2018-03-20 06,10
108,서울,2018-03-20 07,7
108,서울,2018-03-20 08,11
108,서울,2018-03-20 09,19
108,서울,2018-03-20 10,28
108,서울,2018-03-20 11,40
108,서울,2018-03-20 12,40
108,서울,2018-03-20 13,33
108,서울,2018-03-20 14,27
108,서울,2018-03-20 15,20
108,서울,2018-03-20 16,7
108,서울,2018-03-20 17,9
108,서울,2018-03-20 18,6
108,서울,2018-03-20 19,9
108,서울,2018-03-20 20,
108,서울,2018-03-20 21,7
108,서울,2018-03-20 22,8
108,서울,2018-03-20 23,5
108,서울,2018-03-21 00,9
108,서울,2018-03-21 01,14
108,서울,2018-03-21 02,7
108,서울,2018-03-21 03,6
108,서울,2018-03-21 04,9
108,서울,2018-03-21 05,8
108,서울,2018-03-21 06,12
108,서울,2018-03-21 07,12
108,서울,2018-03-21 08,10
108,서울,2018-03-21 09,13
108,서울,2018-03-21 10,18
108,서울,2018-03-21 11,25
108,서울,2018-03-21 12,26
108,서울,2018-03-21 13,28
108,서울,2018-03-21 14,26
108,서울,2018-03-21 15,8
108,서울,2018-03-21 16,6
108,서울,2018-03-21 17,
108,서울,2018-03-21 18,16
108,서울,2018-03-21 19,
108,서울,2018-03-21 20,11
108,서울,2018-03-21 21,10
108,서울,2018-03-21 22,10
108,서울,2018-03-21 23,11
108,서울,2018-03-22 00,13
108,서울,2018-03-22 01,17
108,서울,2018-03-22 02,17
108,서울,2018-03-22 03,15
108,서울,2018-03-22 04,25
108,서울,2018-03-22 05,17
108,서울,2018-03-22 06,13
108,서울,2018-03-22 07,17
108,서울,2018-03-22 08,13
108,서울,2018-03-22 09,27
108,서울,2018-03-22 10,47
108,서울,2018-03-22 11,68
108,서울,2018-03-22 12,80
108,서울,2018-03-22 13,68
108,서울,2018-03-22 14,53
108,서울,2018-03-22 15,54
108,서울,2018-03-22 16,49
108,서울,2018-03-22 17,47
108,서울,2018-03-22 18,47
108,서울,2018-03-22 19,57
108,서울,2018-03-22 20,48
108,서울,2018-03-22 21,42
108,서울,2018-03-22 22,36
108,서울,2018-03-22 23,23
108,서울,2018-03-23 00,28
108,서울,2018-03-23 01,33
108,서울,2018-03-23 02,38
108,서울,2018-03-23 03,51
108,서울,2018-03-23 04,44
108,서울,2018-03-23 05,49
108,서울,2018-03-23 06,44
108,서울,2018-03-23 07,44
108,서울,2018-03-23 08,49
108,서울,2018-03-23 09,46
108,서울,2018-03-23 10,48
108,서울,2018-03-23 11,65
108,서울,2018-03-23 12,71
108,서울,2018-03-23 13,66
108,서울,2018-03-23 14,68
108,서울,2018-03-23 15,74
108,서울,2018-03-23 16,55
108,서울,2018-03-23 17,42
108,서울,2018-03-23 18,41
108,서울,2018-03-23 19,58
108,서울,2018-03-23 20,47
108,서울,2018-03-23 21,47
108,서울,2018-03-23 22,41
108,서울,2018-03-23 23,45
108,서울,2018-03-24 00,60
108,서울,2018-03-24 01,71
108,서울,2018-03-24 02,82
108,서울,2018-03-24 03,85
108,서울,2018-03-24 04,84
108,서울,2018-03-24 05,98
108,서울,2018-03-24 06,89
108,서울,2018-03-24 07,83
108,서울,2018-03-24 08,85
108,서울,2018-03-24 09,80
108,서울,2018-03-24 10,92
108,서울,2018-03-24 11,84
108,서울,2018-03-24 12,83
108,서울,2018-03-24 13,98
108,서울,2018-03-24 14,103
108,서울,2018-03-24 15,87
108,서울,2018-03-24 16,78
108,서울,2018-03-24 17,80
108,서울,2018-03-24 18,85
108,서울,2018-03-24 19,88
108,서울,2018-03-24 20,79
108,서울,2018-03-24 21,
108,서울,2018-03-26 10,
108,서울,2018-03-26 12,119
108,서울,2018-03-26 13,101
108,서울,2018-03-26 14,93
108,서울,2018-03-26 15,109
108,서울,2018-03-26 16,98
108,서울,2018-03-26 17,93
108,서울,2018-03-26 18,81
108,서울,2018-03-26 19,68
108,서울,2018-03-26 20,49
108,서울,2018-03-26 21,50
108,서울,2018-03-26 22,61
108,서울,2018-03-26 23,64
108,서울,2018-03-27 00,64
108,서울,2018-03-27 01,77
108,서울,2018-03-27 02,91
108,서울,2018-03-27 03,88
108,서울,2018-03-27 04,77
108,서울,2018-03-27 05,74
108,서울,2018-03-27 06,71
108,서울,2018-03-27 07,78
108,서울,2018-03-27 08,69
108,서울,2018-03-27 09,75
108,서울,2018-03-27 10,91
108,서울,2018-03-27 11,101
108,서울,2018-03-27 12,103
108,서울,2018-03-27 13,77
108,서울,2018-03-27 14,76
108,서울,2018-03-27 15,80
108,서울,2018-03-27 16,79
108,서울,2018-03-27 17,76
108,서울,2018-03-27 18,62
108,서울,2018-03-27 19,57
108,서울,2018-03-27 20,74
108,서울,2018-03-27 21,63
108,서울,2018-03-27 22,63
108,서울,2018-03-27 23,55
108,서울,2018-03-28 00,57
108,서울,2018-03-28 01,77
108,서울,2018-03-28 02,76
108,서울,2018-03-28 03,56
108,서울,2018-03-28 04,44
108,서울,2018-03-28 05,43
108,서울,2018-03-28 06,50
108,서울,2018-03-28 07,54
108,서울,2018-03-28 08,49
108,서울,2018-03-28 09,50
108,서울,2018-03-28 10,47
108,서울,2018-03-28 11,59
108,서울,2018-03-28 12,60
108,서울,2018-03-28 13,46
108,서울,2018-03-28 14,35
108,서울,2018-03-28 15,40
108,서울,2018-03-28 16,28
108,서울,2018-03-28 17,28
108,서울,2018-03-28 18,17
108,서울,2018-03-28 19,17
108,서울,2018-03-28 20,12
108,서울,2018-03-28 21,23
108,서울,2018-03-28 22,25
108,서울,2018-03-28 23,27
108,서울,2018-03-29 00,29
108,서울,2018-03-29 01,31
108,서울,2018-03-29 02,40
108,서울,2018-03-29 03,49
108,서울,2018-03-29 04,55
108,서울,2018-03-29 05,41
108,서울,2018-03-29 06,44
108,서울,2018-03-29 07,42
108,서울,2018-03-29 08,43
108,서울,2018-03-29 09,46
108,서울,2018-03-29 10,40
108,서울,2018-03-29 11,58
108,서울,2018-03-29 12,61
108,서울,2018-03-29 13,84
108,서울,2018-03-29 14,88
108,서울,2018-03-29 15,82
108,서울,2018-03-29 16,86
108,서울,2018-03-29 17,74
108,서울,2018-03-29 18,67
108,서울,2018-03-29 19,54
108,서울,2018-03-29 20,48
108,서울,2018-03-29 21,34
108,서울,2018-03-29 22,22
108,서울,2018-03-29 23,33
108,서울,2018-03-30 00,39
108,서울,2018-03-30 01,44
108,서울,2018-03-30 02,57
108,서울,2018-03-30 03,51
108,서울,2018-03-30 04,50
108,서울,2018-03-30 05,56
108,서울,2018-03-30 06,57
108,서울,2018-03-30 07,68
108,서울,2018-03-30 08,57
108,서울,2018-03-30 09,55
108,서울,2018-03-30 10,65
108,서울,2018-03-30 11,74
108,서울,2018-03-30 12,79
108,서울,2018-03-30 13,78
108,서울,2018-03-30 14,75
108,서울,2018-03-30 15,70
108,서울,2018-03-30 16,78
108,서울,2018-03-30 17,76
108,서울,2018-03-30 18,52
108,서울,2018-03-30 19,32
108,서울,2018-03-30 20,12
108,서울,2018-03-30 21,7
108,서울,2018-03-30 22,20
108,서울,2018-03-30 23,27
108,서울,2018-03-31 00,30
108,서울,2018-03-31 01,49
108,서울,2018-03-31 02,48
108,서울,2018-03-31 03,37
108,서울,2018-03-31 04,46
108,서울,2018-03-31 05,44
108,서울,2018-03-31 06,30
108,서울,2018-03-31 07,42
108,서울,2018-03-31 08,37
108,서울,2018-03-31 09,48
108,서울,2018-03-31 10,73
108,서울,2018-03-31 11,88
108,서울,2018-03-31 12,90
108,서울,2018-03-31 13,87
108,서울,2018-03-31 14,68
108,서울,2018-03-31 15,64
108,서울,2018-03-31 16,56
108,서울,2018-03-31 17,40
108,서울,2018-03-31 18,29
108,서울,2018-03-31 19,32
108,서울,2018-03-31 20,29
108,서울,2018-03-31 21,23
108,서울,2018-03-31 22,36
108,서울,2018-03-31 23,32
108,서울,2018-04-01 00,33
108,서울,2018-04-01 01,44
108,서울,2018-04-01 02,45
108,서울,2018-04-01 03,51
108,서울,2018-04-01 04,51
108,서울,2018-04-01 05,48
108,서울,2018-04-01 06,51
108,서울,2018-04-01 07,54
108,서울,2018-04-01 08,55
108,서울,2018-04-01 09,58
108,서울,2018-04-01 10,56
108,서울,2018-04-01 11,56
108,서울,2018-04-01 12,74
108,서울,2018-04-01 13,65
108,서울,2018-04-01 14,66
108,서울,2018-04-01 15,58
108,서울,2018-04-01 16,68
108,서울,2018-04-01 17,70
108,서울,2018-04-01 18,72
108,서울,2018-04-01 19,74
108,서울,2018-04-01 20,57
108,서울,2018-04-01 21,67
108,서울,2018-04-01 22,68
108,서울,2018-04-01 23,66
108,서울,2018-04-02 00,57
108,서울,2018-04-02 01,67
108,서울,2018-04-02 02,67
108,서울,2018-04-02 03,62
108,서울,2018-04-02 04,65
108,서울,2018-04-02 05,74
108,서울,2018-04-02 06,67
108,서울,2018-04-02 07,59
108,서울,2018-04-02 08,65
108,서울,2018-04-02 09,57
108,서울,2018-04-02 10,68
108,서울,2018-04-02 11,65
108,서울,2018-04-02 12,65
108,서울,2018-04-02 13,91
108,서울,2018-04-02 14,101
108,서울,2018-04-02 15,91
108,서울,2018-04-02 16,90
108,서울,2018-04-02 17,79
108,서울,2018-04-02 18,80
108,서울,2018-04-02 19,56
108,서울,2018-04-02 20,32
108,서울,2018-04-02 21,28
108,서울,2018-04-02 22,15
108,서울,2018-04-02 23,28
108,서울,2018-04-03 00,28
108,서울,2018-04-03 01,33
108,서울,2018-04-03 02,46
108,서울,2018-04-03 03,50
108,서울,2018-04-03 04,46
108,서울,2018-04-03 05,42
108,서울,2018-04-03 06,47
108,서울,2018-04-03 07,44
108,서울,2018-04-03 08,44
108,서울,2018-04-03 09,50
108,서울,2018-04-03 10,62
108,서울,2018-04-03 11,72
108,서울,2018-04-03 12,84
108,서울,2018-04-03 13,86
108,서울,2018-04-03 14,94
108,서울,2018-04-03 15,91
108,서울,2018-04-03 16,87
108,서울,2018-04-03 17,86
108,서울,2018-04-03 18,80
108,서울,2018-04-03 19,66
108,서울,2018-04-03 20,50
108,서울,2018-04-03 21,43
108,서울,2018-04-03 22,38
108,서울,2018-04-03 23,48
108,서울,2018-04-04 00,28
108,서울,2018-04-04 01,21
108,서울,2018-04-04 02,23
108,서울,2018-04-04 03,
108,서울,2018-04-04 04,6
108,서울,2018-04-04 05,7
108,서울,2018-04-04 06,
108,서울,2018-04-04 07,
108,서울,2018-04-04 08,
108,서울,2018-04-04 09,4
108,서울,2018-04-04 10,
108,서울,2018-04-04 11,
108,서울,2018-04-04 12,19
108,서울,2018-04-04 13,38
108,서울,2018-04-04 14,38
108,서울,2018-04-04 15,28
108,서울,2018-04-04 16,15
108,서울,2018-04-04 17,10
108,서울,2018-04-04 18,13
108,서울,2018-04-04 19,8
108,서울,2018-04-04 20,
108,서울,2018-04-04 21,
108,서울,2018-04-04 22,
108,서울,2018-04-04 23,
108,서울,2018-04-05 00,
108,서울,2018-04-05 01,
108,서울,2018-04-05 02,
108,서울,2018-04-05 03,
108,서울,2018-04-05 04,3
108,서울,2018-04-05 05,
108,서울,2018-04-05 06,12
108,서울,2018-04-05 07,3
108,서울,2018-04-05 08,3
108,서울,2018-04-05 09,
108,서울,2018-04-05 10,
108,서울,2018-04-05 11,10
108,서울,2018-04-05 12,12
108,서울,2018-04-05 13,6
108,서울,2018-04-05 14,12
108,서울,2018-04-05 15,10
108,서울,2018-04-05 16,9
108,서울,2018-04-05 17,10
108,서울,2018-04-05 18,5
108,서울,2018-04-05 19,4
108,서울,2018-04-05 20,
108,서울,2018-04-05 21,
108,서울,2018-04-05 22,5
108,서울,2018-04-05 23,5
108,서울,2018-04-06 00,
108,서울,2018-04-06 01,
108,서울,2018-04-06 02,6
108,서울,2018-04-06 03,14
108,서울,2018-04-06 04,11
108,서울,2018-04-06 05,8
108,서울,2018-04-06 06,3
108,서울,2018-04-06 07,7
108,서울,2018-04-06 08,5
108,서울,2018-04-06 09,
108,서울,2018-04-06 10,25
108,서울,2018-04-06 11,69
108,서울,2018-04-06 12,97
108,서울,2018-04-06 13,157
108,서울,2018-04-06 14,264
108,서울,2018-04-06 15,304
108,서울,2018-04-06 16,261
108,서울,2018-04-06 17,301
108,서울,2018-04-06 18,265
108,서울,2018-04-06 19,219
108,서울,2018-04-06 20,156
108,서울,2018-04-06 21,114
108,서울,2018-04-06 22,69
108,서울,2018-04-06 23,97
108,서울,2018-04-07 00,83
108,서울,2018-04-07 01,47
108,서울,2018-04-07 02,40
108,서울,2018-04-07 03,39
108,서울,2018-04-07 04,30
108,서울,2018-04-07 05,39
108,서울,2018-04-07 06,55
108,서울,2018-04-07 07,68
108,서울,2018-04-07 08,66
108,서울,2018-04-07 09,73
108,서울,2018-04-07 10,83
108,서울,2018-04-07 11,79
108,서울,2018-04-07 12,64
108,서울,2018-04-07 13,55
108,서울,2018-04-07 14,46
108,서울,2018-04-07 15,56
108,서울,2018-04-07 16,47
108,서울,2018-04-07 17,39
108,서울,2018-04-07 18,36
108,서울,2018-04-07 19,26
108,서울,2018-04-07 20,15
108,서울,2018-04-07 21,
108,서울,2018-04-07 22,8
108,서울,2018-04-07 23,7
108,서울,2018-04-08 00,13
108,서울,2018-04-08 01,23
108,서울,2018-04-08 02,20
108,서울,2018-04-08 03,19
108,서울,2018-04-08 04,22
108,서울,2018-04-08 05,18
108,서울,2018-04-08 06,22
108,서울,2018-04-08 07,22
108,서울,2018-04-08 08,18
108,서울,2018-04-08 09,37
108,서울,2018-04-08 10,49
108,서울,2018-04-08 11,46
108,서울,2018-04-08 12,32
108,서울,2018-04-08 13,32
108,서울,2018-04-08 14,30
108,서울,2018-04-08 15,37
108,서울,2018-04-08 16,34
108,서울,2018-04-08 17,20
108,서울,2018-04-08 18,17
108,서울,2018-04-08 19,7
108,서울,2018-04-08 20,4
108,서울,2018-04-08 21,8
108,서울,2018-04-08 22,15
108,서울,2018-04-08 23,10
108,서울,2018-04-09 00,15
108,서울,2018-04-09 01,20
108,서울,2018-04-09 02,28
108,서울,2018-04-09 03,26
108,서울,2018-04-09 04,19
108,서울,2018-04-09 05,25
108,서울,2018-04-09 06,17
108,서울,2018-04-09 07,13
108,서울,2018-04-09 08,20
108,서울,2018-04-09 09,24
108,서울,2018-04-09 10,29
108,서울,2018-04-09 11,48
108,서울,2018-04-09 12,60
108,서울,2018-04-09 13,69
108,서울,2018-04-09 14,59
108,서울,2018-04-09 15,48
108,서울,2018-04-09 16,48
108,서울,2018-04-09 17,54
108,서울,2018-04-09 18,52
108,서울,2018-04-09 19,42
108,서울,2018-04-09 20,30
108,서울,2018-04-09 21,17
108,서울,2018-04-09 22,12
108,서울,2018-04-09 23,14
108,서울,2018-04-10 00,21
108,서울,2018-04-10 01,30
108,서울,2018-04-10 02,29
108,서울,2018-04-10 03,31
108,서울,2018-04-10 04,28
108,서울,2018-04-10 05,26
108,서울,2018-04-10 06,26
108,서울,2018-04-10 07,25
108,서울,2018-04-10 08,32
108,서울,2018-04-10 09,40
108,서울,2018-04-10 10,52
108,서울,2018-04-10 11,77
108,서울,2018-04-10 12,91
108,서울,2018-04-10 13,78
108,서울,2018-04-10 14,65
108,서울,2018-04-10 15,57
108,서울,2018-04-10 16,48
108,서울,2018-04-10 17,46
108,서울,2018-04-10 18,36
108,서울,2018-04-10 19,23
108,서울,2018-04-10 20,12
108,서울,2018-04-10 21,17
108,서울,2018-04-10 22,14
108,서울,2018-04-10 23,9
108,서울,2018-04-11 00,11
108,서울,2018-04-11 01,24
108,서울,2018-04-11 02,41
108,서울,2018-04-11 03,46
108,서울,2018-04-11 04,54
108,서울,2018-04-11 05,55
108,서울,2018-04-11 06,67
108,서울,2018-04-11 07,68
108,서울,2018-04-11 08,68
108,서울,2018-04-11 09,132
108,서울,2018-04-11 10,80
108,서울,2018-04-11 11,75
108,서울,2018-04-11 12,83
108,서울,2018-04-11 13,89
108,서울,2018-04-11 14,56
108,서울,2018-04-11 15,43
108,서울,2018-04-11 16,37
108,서울,2018-04-11 17,45
108,서울,2018-04-11 18,40
108,서울,2018-04-11 19,31
108,서울,2018-04-11 20,18
108,서울,2018-04-11 21,10
108,서울,2018-04-11 22,7
108,서울,2018-04-11 23,20
108,서울,2018-04-12 00,30
108,서울,2018-04-12 01,34
108,서울,2018-04-12 02,34
108,서울,2018-04-12 03,39
108,서울,2018-04-12 04,39
108,서울,2018-04-12 05,48
108,서울,2018-04-12 06,47
108,서울,2018-04-12 07,47
108,서울,2018-04-12 08,48
108,서울,2018-04-12 09,70
108,서울,2018-04-12 10,88
108,서울,2018-04-12 11,102
108,서울,2018-04-12 12,99
108,서울,2018-04-12 13,68
108,서울,2018-04-12 14,46
108,서울,2018-04-12 15,47
108,서울,2018-04-12 16,46
108,서울,2018-04-12 17,49
108,서울,2018-04-12 18,39
108,서울,2018-04-12 19,28
108,서울,2018-04-12 20,8
108,서울,2018-04-12 21,
108,서울,2018-04-12 22,
108,서울,2018-04-12 23,4
108,서울,2018-04-13 00,
108,서울,2018-04-13 01,12
108,서울,2018-04-13 02,18
108,서울,2018-04-13 03,27
108,서울,2018-04-13 04,29
108,서울,2018-04-13 05,36
108,서울,2018-04-13 06,34
108,서울,2018-04-13 07,29
108,서울,2018-04-13 08,31
108,서울,2018-04-13 09,41
108,서울,2018-04-13 10,50
108,서울,2018-04-13 11,65
108,서울,2018-04-13 12,56
108,서울,2018-04-13 13,62
108,서울,2018-04-13 14,51
108,서울,2018-04-13 15,40
108,서울,2018-04-13 16,28
108,서울,2018-04-13 17,23
108,서울,2018-04-13 18,22
108,서울,2018-04-13 19,17
108,서울,2018-04-13 20,16
108,서울,2018-04-13 21,16
108,서울,2018-04-13 22,22
108,서울,2018-04-13 23,16
108,서울,2018-04-14 00,23
108,서울,2018-04-14 01,35
108,서울,2018-04-14 02,18
108,서울,2018-04-14 03,24
108,서울,2018-04-14 04,23
108,서울,2018-04-14 05,15
108,서울,2018-04-14 06,11
108,서울,2018-04-14 07,15
108,서울,2018-04-14 08,15
108,서울,2018-04-14 09,14
108,서울,2018-04-14 10,11
108,서울,2018-04-14 11,13
108,서울,2018-04-14 12,10
108,서울,2018-04-14 13,13
108,서울,2018-04-14 14,18
108,서울,2018-04-14 15,17
108,서울,2018-04-14 16,6
108,서울,2018-04-14 17,12
108,서울,2018-04-14 18,7
108,서울,2018-04-14 19,13
108,서울,2018-04-14 20,12
108,서울,2018-04-14 21,21
108,서울,2018-04-14 22,26
108,서울,2018-04-14 23,20
108,서울,2018-04-15 00,16
108,서울,2018-04-15 01,
108,서울,2018-04-15 02,29
108,서울,2018-04-15 03,28
108,서울,2018-04-15 04,31
108,서울,2018-04-15 05,36
108,서울,2018-04-15 06,44
108,서울,2018-04-15 07,50
108,서울,2018-04-15 08,53
108,서울,2018-04-15 09,80
108,서울,2018-04-15 10,117
108,서울,2018-04-15 11,123
108,서울,2018-04-15 12,127
108,서울,2018-04-15 13,118
108,서울,2018-04-15 14,130
108,서울,2018-04-15 15,127
108,서울,2018-04-15 16,113
108,서울,2018-04-15 17,63
108,서울,2018-04-15 18,46
108,서울,2018-04-15 19,51
108,서울,2018-04-15 20,45
108,서울,2018-04-15 21,27
108,서울,2018-04-15 22,16
108,서울,2018-04-15 23,25
108,서울,2018-04-16 00,22
108,서울,2018-04-16 01,23
108,서울,2018-04-16 02,28
108,서울,2018-04-16 03,28
108,서울,2018-04-16 04,35
108,서울,2018-04-16 05,30
108,서울,2018-04-16 06,37
108,서울,2018-04-16 07,28
108,서울,2018-04-16 08,28
108,서울,2018-04-16 09,45
108,서울,2018-04-16 10,57
108,서울,2018-04-16 11,68
108,서울,2018-04-16 12,73
108,서울,2018-04-16 13,63
108,서울,2018-04-16 14,52
108,서울,2018-04-16 15,40
108,서울,2018-04-16 16,38
108,서울,2018-04-16 17,40
108,서울,2018-04-16 18,28
108,서울,2018-04-16 19,32
108,서울,2018-04-16 20,18
108,서울,2018-04-16 21,5
108,서울,2018-04-16 22,
108,서울,2018-04-16 23,
108,서울,2018-04-17 00,7
108,서울,2018-04-17 01,24
108,서울,2018-04-17 02,25
108,서울,2018-04-17 03,30
108,서울,2018-04-17 04,36
108,서울,2018-04-17 05,32
108,서울,2018-04-17 06,36
108,서울,2018-04-17 07,36
108,서울,2018-04-17 08,35
108,서울,2018-04-17 09,56
108,서울,2018-04-17 10,76
108,서울,2018-04-17 11,94
108,서울,2018-04-17 12,86
108,서울,2018-04-17 13,74
108,서울,2018-04-17 14,71
108,서울,2018-04-17 15,63
108,서울,2018-04-17 16,58
108,서울,2018-04-17 17,68
108,서울,2018-04-17 18,73
108,서울,2018-04-17 19,91
108,서울,2018-04-17 20,62
108,서울,2018-04-17 21,
108,서울,2018-04-17 22,
108,서울,2018-04-17 23,
108,서울,2018-04-18 00,
108,서울,2018-04-18 01,35
108,서울,2018-04-18 02,44
108,서울,2018-04-18 03,35
108,서울,2018-04-18 04,33
108,서울,2018-04-18 05,40
108,서울,2018-04-18 06,36
108,서울,2018-04-18 07,39
108,서울,2018-04-18 08,50
108,서울,2018-04-18 09,59
108,서울,2018-04-18 10,75
108,서울,2018-04-18 11,76
108,서울,2018-04-18 12,72
108,서울,2018-04-18 13,59
108,서울,2018-04-18 14,48
108,서울,2018-04-18 15,38
108,서울,2018-04-18 16,44
108,서울,2018-04-18 17,53
108,서울,2018-04-18 18,71
108,서울,2018-04-18 19,95
108,서울,2018-04-18 20,93
108,서울,2018-04-18 21,81
108,서울,2018-04-18 22,66
108,서울,2018-04-18 23,75
108,서울,2018-04-19 00,69
108,서울,2018-04-19 01,68
108,서울,2018-04-19 02,80
108,서울,2018-04-19 03,77
108,서울,2018-04-19 04,80
108,서울,2018-04-19 05,77
108,서울,2018-04-19 06,65
108,서울,2018-04-19 07,60
108,서울,2018-04-19 08,50
108,서울,2018-04-19 09,71
108,서울,2018-04-19 10,81
108,서울,2018-04-19 11,86
108,서울,2018-04-19 12,80
108,서울,2018-04-19 13,73
108,서울,2018-04-19 14,61
108,서울,2018-04-19 15,59
108,서울,2018-04-19 16,67
108,서울,2018-04-19 17,75
108,서울,2018-04-19 18,78
108,서울,2018-04-19 19,83
108,서울,2018-04-19 20,78
108,서울,2018-04-19 21,59
108,서울,2018-04-19 22,41
108,서울,2018-04-19 23,44
108,서울,2018-04-20 00,47
108,서울,2018-04-20 01,53
108,서울,2018-04-20 02,60
108,서울,2018-04-20 03,56
108,서울,2018-04-20 04,58
108,서울,2018-04-20 05,61
108,서울,2018-04-20 06,59
108,서울,2018-04-20 07,55
108,서울,2018-04-20 08,64
108,서울,2018-04-20 09,84
108,서울,2018-04-20 10,113
108,서울,2018-04-20 11,122
108,서울,2018-04-20 12,101
108,서울,2018-04-20 13,86
108,서울,2018-04-20 14,93
108,서울,2018-04-20 15,98
108,서울,2018-04-20 16,114
108,서울,2018-04-20 17,99
108,서울,2018-04-20 18,97
108,서울,2018-04-20 19,127
108,서울,2018-04-20 20,118
108,서울,2018-04-20 21,94
108,서울,2018-04-20 22,80
108,서울,2018-04-20 23,77
108,서울,2018-04-21 00,76
108,서울,2018-04-21 01,83
108,서울,2018-04-21 02,99
108,서울,2018-04-21 03,103
108,서울,2018-04-21 04,90
108,서울,2018-04-21 05,89
108,서울,2018-04-21 06,95
